	cleaned_inst_segment	index
5035	walk forward one step	1200.0
5036	turn right to face towards Aki	1200.0
5037	walk forward six steps	1200.0
5038	then turn right and walk forward one step to reach your destination	1200.0
5039	Mok go forward in the direction you are facing towards Aki around three to four steps	1201.0
5040	and when you reach Aki	1201.0
5041	take a right and go forward two steps	1201.0
5042	and then again turn left to face Aki	1201.0
5043	and go one step forward to reach your destination	1201.0
5044	Mok walk forward two steps	1202.0
5045	the direction you are facing in to reach your destination	1202.0
5046	go forward around three steps in Akis direction	1202.0
5047	then take a left to face perpendicular to the direction Akis facing	1202.0
5048	go forward two steps and turn right in to face in Akis direction	1202.0
5049	and go forward one step to reach your destination	1202.0
5050	Mok turn left in the direction perpendicular to Aki	1203.0
5051	walk one step forward	1203.0
5052	turn right in the same direction as Aki	1203.0
5053	walk around six to seven steps	1203.0
5054	Then turn right again and take one step forward to reach your destination	1203.0
5055	Mok turn right walk two steps forward	1204.0
5056	turn left again and keep walking until you reach your destination	1204.0
5057	so Mok I want you to just go straight towards Aki	1205.0
5058	but you should only go around two steps	1205.0
5059	and thats where youll reach your destination before you reach Aki	1205.0
5060	turn left facing Akis direction	1206.0
5061	walk two steps forward	1206.0
5062	turn right to face towards Aki	1206.0
5063	and walk four steps forward to reach your destination	1206.0
5064	Mok turn left to face in the direction as Aki is facing	1207.0
5065	walk one step forward	1207.0
5066	turn right again and keep going around six to seven steps	1207.0
5067	and go beyond Aki and turn right	1207.0
5068	take one step to reach your destination	1207.0
5069	Mok I want you to go straight towards Aki in the direction you are facing	1208.0
5070	and then turn right at Akis position	1208.0
5071	and go forward again	1208.0
5072	and then take a left and youll reach your destination	1208.0
5073	Mok I just want you to go two steps forward in the direction you are facing	1209.0
5074	well I want Mok the robot to move two steps forward	1210.0
5075	and then actually with relative to Aki	1210.0
5076	should move two steps backward but two steps forward a little to itself	1210.0
5077	and um then Mok I want you to take a right	1210.0
5078	and so basically Mok you have to go towards Aki	1210.0
5079	and go behind Aki so Mok has to go sideways towards Aki	1210.0
5080	and then go up to the destination	1210.0
5081	Mok turn one eighty degrees in the direction as Aki is facing	1211.0
5082	walk forward one step	1211.0
5083	take a left walk forward six to seven steps	1211.0
5084	go beyond Aki then take a left and walk forward one step	1211.0
5085	turn and youll reach your destination	1211.0
5086	Mok turn one eighty degrees in the direction Aki is facing	1212.0
5087	go forward two steps	1212.0
5088	turn left to face towards Aki	1212.0
5089	and then go forward five steps to reach your destination	1212.0
5090	Mok turn right to face in the direction perpendicular to Aki	1213.0
5091	keep walking until you reach your destination	1213.0
5092	Mok walk two steps forward	1214.0
5093	turn right to face in the direction opposite to Aki	1214.0
5094	keep walking until you reach your destination	1214.0
5095	Mok I want you to go one step forward in the direction you are facing	1215.0
5096	then turn right facing towards Aki	1215.0
5097	and go around six to seven steps forward in that direction	1215.0
5098	and um its beyond past Aki	1215.0
5099	and then turn right again facing towards Aki	1215.0
5100	and youll reach your destination	1215.0
5101	go one step forward	1216.0
5102	Mok turn one eighty degrees to face in the direction perpendicular to what Aki is facing	1216.0
5103	go forward two steps	1216.0
5104	turn left to face Aki	1216.0
5105	go forward four steps to reach your destination	1216.0
5106	Mok turn right to face opposite to Aki	1217.0
5107	and walk two steps forward to reach your destination	1217.0
5108	Mok walk forward two steps in the direction youre facing already	1218.0
5109	turn right to face in the direction Aki is	1218.0
5110	keep walking to reach towards Aki and youll reach your destination	1218.0
5111	Mok I want you to go one step ahead in the direction youre facing	1219.0
5112	turn right in the direction Aki is facing	1219.0
5113	walk ahead towards Aki	1219.0
5114	thats around five steps and um go forward	1219.0
5115	go beyond Aki	1219.0
5116	and then turn right again towards Aki	1219.0
5117	and youll reach your destination	1219.0
5118	Mok turn one eighty degrees in the direction youre facing	1220.0
5119	walk two steps forward	1220.0
5120	turn left and walk four steps forward to reach your destination	1220.0
5121	Mok turn right in Akis direction	1221.0
5122	go forward two steps to reach your destination	1221.0
5123	Mok keep walking around two steps forward	1222.0
5124	then turn right and keep walking until you reach your destination	1222.0
5125	Mok walk forward one step	1223.0
5126	turn right to face in the direction perpendicular to Aki	1223.0
5127	And walk forward six to seven steps beyond Aki	1223.0
5128	and youll reach your destination	1223.0
5129	turn right and walk forward one step to reach your destination	1224.0
5130	Mok turn one eighty degrees in the direction opposite to Aki	1225.0
5131	walk forward two steps	1225.0
5132	turn left to face towards Aki	1225.0
5133	and walk four steps to reach your destination	1225.0
5134	Mok turn right to face towards Aki	1226.0
5135	walk forward two steps to reach your destination	1226.0
5136	Mok turn left and  move to the place of Aki	1227.0
5137	then turn left to the back side of Aki	1227.0
5138	Mok turn left and moving across Aki	1228.0
5139	and stop at the left hand side of Aki	1228.0
5140	Mok turn left and moving to the place of Aki	1229.0
5141	then turn right and stop in the front of Aki	1229.0
5142	Mok turn left and stop at the right hand side of Aki	1230.0
5143	Mok turn left and moving to the place of Aki	1231.0
5144	then turn left and stop at the right hand side of Aki	1231.0
5145	Mok turn left and moving across Aki	1232.0
5146	then stop at the back side of Aki	1232.0
5147	Mok move forward	1233.0
5148	and turn left and moving to the left hand side of Aki	1233.0
5149	Mok turn left and move on then stop in front of Aki	1234.0
5150	Mok turn left and move to the place of Aki	1235.0
5151	then turn left and stop at the left hand side of Aki	1235.0
5152	Mok turn left and moving across Aki	1236.0
5153	and then stop at the front side of Aki	1236.0
5155	Mok turn left and moving to the place of Aki	1237.0
5156	then turn right stopped at the right hand side of Aki	1237.0
5157	Mok move to the back side of Aki	1237.0
5159	Mok turn left and moving to the place of Aki	1238.0
5160	then turn left to stop at the front side of Aki	1238.0
5162	Mok move forward and turn left	1239.0
5163	then when you cross Aki and go up to the right hand of Aki	1239.0
5165	Mok turn left and move to the place of Aki	1240.0
5166	then turn right and stop at the back side of Aki	1240.0
5167	Mok turn left and move to the left hand side of Maki Aki	1241.0
5169	Mok turn around and moving to Aki	1242.0
5170	then turn left to the back side of Aki	1242.0
5172	Mok turn around and moving across Aki	1243.0
5173	then stopped at the left hand side of Aki	1243.0
5175	Mok turn around and moving to the place of Aki	1244.0
5176	then turn right moving in front of Aki	1244.0
5178	Mok turn around and moving to the Aki	1245.0
5179	then stop at the right hand side of Aki	1245.0
5181	Mok turn around and moving to the Aki	1246.0
5182	then turn left to the right hand side of Aki	1246.0
5184	Mok turn around	1247.0
5185	move to the Aki	1247.0
5186	and then stopped at the back side of Aki	1247.0
5188	Mok turn around and move to the place of Aki	1248.0
5189	then turn right and stopped at the left hand side of Aki	1248.0
5191	Mok turn around and moving to the Aki	1249.0
5192	then stopped in front of Aki	1249.0
5194	Mok turn around and moving to the place of Aki	1250.0
5195	then turn to the left hand side of Aki	1250.0
5196	Mok turn around and moving to the place of Aki	1251.0
5197	then turn right stopped at the right hand side of Aki	1251.0
5199	Mok move back	1252.0
5200	then to the back side of Aki	1252.0
5202	Mok turn around moving to the place of Aki	1253.0
5203	then turn left and stopped at the front side of Aki	1253.0
5205	Mok turn around and  moving across Aki	1254.0
5206	then stop at the right hand side of Aki	1254.0
5208	Mok turn around moving to the place of Aki	1255.0
5209	then turn right to the  back side of Aki	1255.0
5211	Mok turn around and moving towards Aki	1256.0
5212	then stopped at the left hand side of Aki	1256.0
5214	Mok move to the place of Aki	1257.0
5215	then turn left and stop at the back side of Aki	1257.0
5216	Mok move across Aki and stop at the left hand side of Aki	1258.0
5218	Mok move to the place of Aki	1259.0
5219	then turn right and stop in front of Aki	1259.0
5220	Mok move to the Aki and stopped at the right hand side of Aki	1260.0
5222	Mok turn left and move forward	1261.0
5223	then turn right and move to the up side of Aki	1261.0
5224	Mok move across Aki to the back side of Aki	1262.0
5226	Mok move to the place of Aki	1263.0
5227	then turn right and stop at the left hand side of Aki	1263.0
5228	Mok move to the Aki and stop in front of Aki	1264.0
5230	Mok move on to the Akis place	1265.0
5231	then turn left to go to the left hand side of Aki	1265.0
5233	Mok move on and across Aki	1266.0
5234	then stop at the front side of Aki	1266.0
5236	Mok move to the place of Aki	1267.0
5237	then turn right and stopped at the right hand side of Aki	1267.0
5238	Mok move forward to the back side of Aki	1268.0
5239	Mok move to the place of Aki and turn left move up side of Aki	1269.0
5241	Mok move on and go across Aki	1270.0
5242	then stopped at the right hand side of Aki	1270.0
5244	Mok move to the place of Aki	1271.0
5245	then turn right and stop at the back side of Aki	1271.0
5246	Mok move on and  stopped at the left hand side of Aki	1272.0
5248	Mok turn right moving to the Aki	1273.0
5249	then turn left to the back side of Aki	1273.0
5250	Mok turn right and moving cross Aki and stop at the left hand side of Aki	1274.0
5252	Mok turn right and moving to the place of Aki	1275.0
5253	then turn right and stop in front of Aki	1275.0
5254	Mok turn right and  stopped at the right hand side of Aki	1276.0
5256	Mok turn right and move to the place of Aki	1277.0
5257	then turn left and stop at the right hand side of Aki	1277.0
5258	Mok turn right and moving across Aki and stopped at the back side of Aki	1278.0
5260	Mok turn right move to the place of Aki	1279.0
5261	then turn right and stop at the left hand side of Aki	1279.0
5262	Mok turn right and moving to the Aki and stopped in front of Aki	1280.0
5264	Mok turn right and moving to the place of Aki then turn	1281.0
5265	left stop at the left hand side of Aki	1281.0
5267	Mok turn right and moving across Aki	1282.0
5268	then stopped at in front of Aki	1282.0
5269	Mok turn right and moving to the Aki	1283.0
5270	when you reach the place of Aki	1283.0
5271	turn right and moving to the low side of Aki	1283.0
5272	Mok turn right and move on stopped at the back side of Aki	1284.0
5274	Mok turn right moving to the Akis place	1285.0
5275	then turn left and move stopped in front of Aki	1285.0
5276	Mok turn right and moving across Aki and stopped at the right hand side of Aki	1286.0
5277	Mok turn right and  go to the Akis place	1287.0
5278	Mok turn right and  go to the Akis place	1288.0
5279	then going down to the back side of Aki	1288.0
5281	Mok turn right and moving to the Aki	1289.0
5282	then stopped at the left hand side of Aki	1289.0
5284	turn left about a hundred and twenty degrees	1290.0
5285	then move forward until youre behind Aki	1290.0
5288	turn left then go towards Aki	1291.0
5289	go around him and then stop a little bit past him	1291.0
5290	turn left about sixty degrees	1292.0
5291	then go forward until youre in front of Aki	1292.0
5292	turn left then move about half the distance between you and Aki	1293.0
5293	turn left about a hundred and twenty degrees	1294.0
5294	go forward and stop to the right of Aki	1294.0
5295	turn left and go towards Aki	1295.0
5296	go around him and stop a little bit past him	1295.0
5297	turn left about sixty degrees	1296.0
5298	go forward and stop when youre next to Aki on his left	1296.0
5300	turn left then go about half of the distance between you and Aki	1297.0
5302	turn left about a hundred and twenty degrees	1298.0
5303	then go forward until youre next to Aki on his left	1298.0
5305	turn left go towards Aki	1299.0
5306	go around him	1299.0
5307	and then stop when youre a little bit in front of him	1299.0
5309	turn left about sixty degrees	1300.0
5310	then go forward and stop when youre to the right of Aki	1300.0
5312	turn left then go about half the distance between you and Aki	1301.0
5313	turn left about a hundred and twenty degrees	1301.0
5314	go forward and stop when youre in front of Aki	1301.0
5316	turn left go towards Aki	1302.0
5317	go around him and then stop a little bit past him	1302.0
5318	turn left about sixty degrees	1303.0
5319	go forward and stop when youre behind Aki	1303.0
5320	turn left and go about half the distance between you and Aki	1304.0
5322	turn right about a hundred and fifty degrees	1305.0
5323	then go forward until youre behind Aki	1305.0
5325	turn around then go towards Aki	1306.0
5326	go around him and stop a little bit past him	1306.0
5327	turn left about a hundred and fifty degrees	1307.0
5328	go forward and stop when youre in front of Aki	1307.0
5330	turn around then go about half the distance between you and Aki	1308.0
5331	turn right about a hundred and fifty degrees	1309.0
5332	go forward and stop when youre to the right of Aki	1309.0
5333	turn around then go towards Aki	1310.0
5334	go around him	1310.0
5335	and then stop a little bit behind him	1310.0
5337	turn left about a hundred and fifty degrees	1311.0
5338	then go forward until youre next to Aki on the left	1311.0
5340	turn around then go about half the distance between you and Aki	1312.0
5341	turn right about a hundred and fifty degrees	1313.0
5342	go forward and stop when youre next to Aki on his left	1313.0
5344	turn around and go towards Aki	1314.0
5345	go around him	1314.0
5346	and then stop a little bit in front of him	1314.0
5347	turn left about a hundred and fifty degrees	1315.0
5348	go forward and then stop when youre to the right of Aki	1315.0
5350	turn around then go about half the distance between you and Aki	1316.0
5352	turn right about a hundred and fifty degrees	1317.0
5353	go forward and stop when youre in front of Aki	1317.0
5354	turn around	1318.0
5355	then go towards Aki	1318.0
5356	go around him and stop a little bit past him	1319.0
5357	turn left about a hundred and fifty degrees	1319.0
5358	go forward and stop when youre behind Aki	1320.0
5359	turn around	1321.0
5360	then go about half of the distance between you and Aki	1321.0
5362	turn left about thirty degrees	1322.0
5363	go forward	1322.0
5364	and then stop when youre behind Aki	1322.0
5365	go forward towards Aki	1323.0
5366	go around him and stop a little bit past him	1323.0
5368	turn right about thirty degrees	1324.0
5369	then go forward until youre in front of Aki	1324.0
5370	go forward about half the distance towards Aki	1325.0
5371	turn left about thirty degrees	1324.0
5372	go forward and stop when youre next to Aki on his right	1324.0
5374	go forward towards Aki	1325.0
5375	go around him	1325.0
5376	and then stop a little bit behind him	1325.0
5377	turn right about thirty degrees	1326.0
5378	go forward and stop when youre to the left of Aki	1327.0
5379	go forward about half the distance between you and Aki	1328.0
5381	turn left about thirty degrees go forward	1329.0
5382	and then stop when youre to the left of Aki	1329.0
5384	go forwards towards Aki	1330.0
5385	go around him	1330.0
5386	and then stop a little bit past him	1330.0
5387	turn right about thirty degrees	1331.0
5388	go forward and stop when youre next to Aki on his right	1332.0
5389	go forward about half the distance between you and Aki	1333.0
5391	turn left about thirty degrees	1334.0
5392	then go forward until youre in front of Aki	1334.0
5394	go straight ahead towards Aki	1335.0
5395	go around him	1335.0
5396	and then stop a little bit past him	1335.0
5397	turn right about thirty degrees	1336.0
5398	go forward until youre behind Aki	1336.0
5399	go forward about half the distance between you and Aki	1337.0
5400	turn right about sixty degrees	1338.0
5401	then go forward until youre behind Aki	1338.0
5402	turn right	1339.0
5403	go towards Aki	1339.0
5404	go around him	1339.0
5405	and then stop a little bit past him	1339.0
5406	turn right about a hundred and twenty degrees	1340.0
5407	then go forward until youre in front of Aki	1340.0
5408	 turn right	1341.0
5409	Then go about half of the distance between you and Aki	1341.0
5410	 turn right about sixty degrees	1342.0
5411	Then go forward and stop when youre to the right of Aki	1342.0
5412	 turn right	1343.0
5413	Then go towards Aki go around him and stop a little bit behind him	1343.0
5414	 turn right about a hundred and twenty degrees	1344.0
5415	go forward	1344.0
5416	Then stop to the left of Aki	1344.0
5417	 turn right	1345.0
5418	Then go forward about half the distance towards Aki	1345.0
5419	 turn right about sixty degrees	1346.0
5420	Then go forward until youre next to Aki on his left	1346.0
5421	 turn right move towards Aki go around him	1347.0
5422	Then keep going in the same direction a little bit further and stop	1347.0
5423	 turn right about a hundred and twenty degrees	1348.0
5424	Then go forward until youre next to Aki on his right	1348.0
5425	 turn right and go about half of the distance towards Aki	1349.0
5426	 turn right about sixty degrees	1350.0
5427	go forward until youre in front of Aki	1350.0
5428	 turn right	1351.0
5429	go towards Aki go around him	1351.0
5430	stop a little bit past him	1351.0
5431	 turn right about a hundred and twenty degrees	1352.0
5432	move forward until youre behind Aki	1352.0
5433	 turn right	1353.0
5434	go about half the distance towards Aki	1353.0
5435	 make a turn facing opposite of Aki	1354.0
5436	 point toward Aki move in that direction past Aki to the purple circle	1355.0
5437	  make a forty five degree turn to the right	1356.0
5438	proceed to the purple circle	1356.0
5439	  move to the right toward the purple circle	1357.0
5440	  a hundred and eighty degree turn	1358.0
5441	  make a forty five degree turn to the right	1359.0
5442	then make a ninety degree turn	1359.0
5443	make a ninety degree turn to the right	1359.0
5444	then  proceed to the purple circle	1359.0
5445	 make a hundred and thirty five degree counter clockwise move	1360.0
5446	then proceed to the purple circle	1360.0
5447	and then make a hundred and eighty degree	1360.0
5448	turn and move to the right	1360.0
5449	 make a forty five degree turn counterclockwise	1361.0
5450	then proceed to the purple circle	1361.0
5451	make a hundred and eighty degree turn Mok	1362.0
5452	and move to the right	1362.0
5453	Turn to face the same direction as Aki	1363.0
5454	 make a hundred and eighty degree turn	1364.0
5455	then move to the right	1364.0
5456	then make a forty five degree turn and move southeast	1365.0
5457	make a ninety degree turn to the right	1366.0
5458	then proceed straight ahead to the purple circle	1366.0
5459	then move to make a hundred and eighty degree	1366.0
5460	turn facing Aki	1367.0
5461	Mok make a hundred and eighty degree	1367.0
5462	turn to face Aki	1367.0
5463	then make a forty five degree	1367.0
5464	turn downward facing the same way as Aki	1367.0
5465	 make a forty five degree angle straight up	1368.0
5466	then move to the right	1368.0
5467	 make a hundred and eighty degree turn	1369.0
5468	then move directly to the right	1369.0
5469	make a hundred and thirty five degree	1370.0
5470	turn to the right	1370.0
5471	proceed to the purple circle	1370.0
5472	back up toward Aki	1371.0
5473	pass Aki to the purple circle	1371.0
5474	make a hundred and thirty five degree turn to the right	1372.0
5475	then proceed to the purple circle	1372.0
5476	back up to the right	1373.0
5477	make a ninety degree turn to the right toward Aki	1373.0
5478	then move up to the purple circle	1373.0
5479	make a hundred and eighty degree turn	1374.0
5480	then move straight ahead	1374.0
5481	make a hundred and thirty five degree turn clockwise	1374.0
5482	and proceed to the purple circle	1374.0
5483	make a hundred and eighty degree turn clockwise	1375.0
5484	and proceed to the purple circle	1375.0
5485	make a hundred and thirty five degree turn to the right	1376.0
5486	and proceed to the purple circle	1376.0
5487	 make a hundred and eighty degree turn clockwise	1377.0
5488	then proceed past Aki to the purple circle	1377.0
5489	 make a hundred and thirty five degree turn to the right clockwise	1378.0
5490	and proceed to the purple circle	1378.0
5491	 make a forty five degree turn	1379.0
5492	 move in the direction of the arrow to the right toward Aki	1379.0
5493	  move to the right toward Aki	1380.0
5494	face straight up	1380.0
5495	then move to the right	1380.0
5496	move directly to the right toward the purple circle	1381.0
5497	make a forty five degree angle and move to the right	1382.0
5498	Mok move to the right	1383.0
5499	You are pointed toward Aki so move in that direction	1383.0
5500	 proceed directly to the right to the purple circle	1383.0
5501	 point upward	1384.0
5502	move to the right	1384.0
5503	 Mok move directly to the right to the purple circle	1384.0
5504	 make a forty five degree turn southeast	1385.0
5505	proceed to the purple circle	1385.0
5506	proceed directly to the purple circle	1385.0
5507	make a forty five degree turn counterclockwise	1386.0
5508	proceed directly to the purple circle	1386.0
5509	 proceed directly to the right	1387.0
5510	  you are pointed toward the right so move toward Aki	1387.0
5511	 proceed directly to the purple circle	1388.0
5512	turn facing Aki	1389.0
5513	Then move up	1389.0
5514	 move directly to the right	1389.0
5515	 move to the right toward the purple circle	1389.0
5516	zig zag to the right	1389.0
5517	make a ninety degree	1390.0
5518	turn to the right	1390.0
5519	then move straight ahead	1390.0
5520	Then make a ninety degree turn to the right	1391.0
5521	proceed past Aki to the purple circle	1390.0
5522	move to the right to the purple circle	1390.0
5523	make a ninety degree turn to the right	1391.0
5524	then proceed straight ahead	1391.0
5525	make a forty five degree turn to the right	1392.0
5526	then proceed straight ahead	1392.0
5527	zig zag to the right	1392.0
5528	make a hundred and thirty five degree turn to the right	1393.0
5529	Then proceed to the purple circle 	1393.0
5530	 point to the right move toward Aki	1394.0
5531	 make a forty five degree turn to the right	1394.0
5532	then go straight 	1394.0
5533	 move directly to the right past Aki to the purple circle	1395.0
5534	 make a hundred and thirty five degree turn to the right	1396.0
5535	then proceed straight ahead	1396.0
5536	 make a ninety degree turn to the right	1397.0
5537	then proceed straight ahead	1397.0
5538	 face backwards once backwards  go straight	1398.0
5539	Then make a right proceed to purple dot	1398.0
5540	 turn counterclockwise ninety degrees	1399.0
5541	Then walk towards Aki	1398.0
5542	Then walk past Aki stopping at the purple dot	1398.0
5543	 turn halfway to your left	1399.0
5544	Then walk towards Aki	1399.0
5545	Then turn halfway to your right	1399.0
5546	walk towards the purple dot	1399.0
5547	 turn halfway to your left	1400.0
5548	Then walk halfway between you and Aki stopping at the purple dot	1400.0
5549	turn halfway to your left	1401.0
5550	Then walk forward to Aki	1401.0
5551	turn again halfway towards your left	1401.0
5552	Then walk up towards the purple dot	1401.0
5553	Mok turn counterclockwise ninety degrees	1402.0
5554	Then Mok proceed forward past Aki	1402.0
5555	stop at purple dot	1402.0
5556	Mok turn counterclockwise ninety degrees	1403.0
5557	Then Mok approach Akis location and stop	1403.0
5558	Mok turn clockwise ninety degrees	1404.0
5559	proceed downward stopping at purple dot	1404.0
5560	Then Mok turn counterclockwise ninety degrees	1405.0
5561	Mok proceed forward half the distance between you and Aki	1406.0
5562	stop at purple dot	1406.0
5563	Then Mok turn counterclockwise ninety degrees	1407.0
5564	proceed straight to Akis location	1407.0
5565	Then stop	1407.0
5566	turn an additional counterclockwise ninety degrees	1408.0
5567	Then proceed forward stopping at purple dot	1408.0
5568	turn halfway to your left facing Aki	1409.0
5569	Then walk past Aki	1409.0
5570	Then walk straight past Aki to the purple dot	1409.0
5571	Mok turn counterclockwise ninety degrees	1410.0
5572	Mok approach Aki	1411.0
5573	stop at Akis location	1411.0
5574	Mok turn clockwise ninety degrees	1412.0
5575	Mok proceed downward to purple dot	1412.0
5576	 turn counterclockwise ninety degrees	1413.0
5577	walk half the distance between yourself and Aki	1413.0
5578	stopping at the purple dot 	1413.0
5579	Mok turn counterclockwise ninety degrees	1414.0
5580	Mok go towards Aki once at Aki	1414.0
5581	turn counterclockwise another ninety degrees go up	1414.0
5582	 turn halfway to your left facing Aki	1414.0
5583	walk towards Aki	1414.0
5584	stop at Aki	1414.0
5585	Then walk beyond Aki stopping at the purple dot	1414.0
5586	Mok turn counterclockwise ninety degrees	1415.0
5587	Mok walk forward till you reach Aki then Stop	1416.0
5588	then turn clockwise ninety degrees	1416.0
5589	proceed downward until you reach the purple dot	1416.0
5590	Mok turn counterclockwise ninety degrees	1417.0
5591	Mok walk halfway between you and Aki	1417.0
5592	stop at the purple dot	1417.0
5593	Mok turn a hundred and eighty degrees	1418.0
5594	Mok approach Aki	1419.0
5595	stop at Aki	1419.0
5596	turn counterclockwise ninety degrees and go up	1419.0
5597	turn a hundred and eighty degrees	1420.0
5598	walk towards Aki	1420.0
5599	walk past Aki	1420.0
5600	stop at the purple dot	1420.0
5601	turn around facing Aki	1421.0
5602	walk towards Aki	1421.0
5603	turn halfway to your right	1421.0
5604	walk down towards the purple dot	1421.0
5605	Mok turn a hundred and eighty degrees	1422.0
5606	approach Aki stopping at the halfway point	1422.0
5607	Mok turn a hundred and eighty degrees	1423.0
5608	Mok walk towards Aki	1423.0
5609	stop at Akis location	1423.0
5610	Mok turn counterclockwise ninety degrees	1424.0
5611	Mok proceed upwards to purple dot	1424.0
5612	Mok turn one hundred and eighty degrees	1424.0
5613	Mok proceed to Akis location then stop	1424.0
5614	once at Akis location proceed once again	1424.0
5615	then stopping at purple dot	1424.0
5616	Mok turn one hundred and eighty degrees	1425.0
5617	Mok proceed to Akis location	1425.0
5618	then stop	1425.0
5619	once at Akis location proceed once again	1425.0
5620	then stopping at purple dot	1425.0
5621	Mok turn one hundred and eighty degrees	1426.0
5622	Mok proceed to Akis location then stop	1426.0
5623	once at Akis location proceed once again	1426.0
5624	then stopping at purple dot	1426.0
5625	Mok turn to the right	1427.0
5626	approach Aki	1427.0
5627	stop at Aki face down	1427.0
5628	move down	1427.0
5629	Mok turn one hundred and eighty degrees	1428.0
5630	Mok approach Aki at the halfway point stop	1428.0
5631	Mok turn a hundred and eighty degrees	1429.0
5632	Mok approach Aki	1429.0
5633	once at Aki stop	1429.0
5634	turn counterclockwise ninety degrees	1429.0
5635	then go up to purple dot	1429.0
5636	Mok turn a hundred and eighty degrees	1430.0
5637	Mok approach Aki	1430.0
5638	once at Aki stop	1430.0
5639	turn counterclockwise ninety degrees	1430.0
5640	then go up to purple dot	1430.0
5641	Mok turn one hundred and eighty degrees	1431.0
5642	Mok proceed towards Akis location	1431.0
5643	once at Akis location stop	1431.0
5644	then proceed past Akis location to purple dot	1431.0
5645	Mok turn one hundred and eighty degrees	1432.0
5646	Mok proceed towards Akis location	1432.0
5647	once at Akis location stop	1432.0
5648	then proceed past Akis location to purple dot	1432.0
5649	turn a hundred and eighty degrees facing Aki	1433.0
5650	walk towards Aki	1433.0
5651	turn ninety degrees clockwise	1433.0
5652	walk towards the purple dot	1433.0
5653	turn a hundred and eighty degrees	1434.0
5654	facing Aki walk the distance pathway between yourself and Aki	1434.0
5655	stopping at the purple dot	1434.0
5656	turn a hundred and eighty degrees	1435.0
5657	walk forward towards Aki stopping at Akis location	1435.0
5658	turn counterclockwise ninety degrees	1436.0
5659	walk forward stopping at the purple dot	1436.0
5660	Mok turn one hundred and eighty degrees	1437.0
5661	proceed forward to Akis location	1437.0
5662	stop once at Akis location	1437.0
5663	proceed forward stopping at purple dot	1437.0
5664	turn a hundred and eighty degrees facing Aki	1438.0
5665	walk towards Aki	1438.0
5666	turn ninety degrees facing down	1438.0
5667	walk towards the purple dot	1438.0
5668	Mok face up	1439.0
5669	Mok move right towards Aki halfway	1439.0
5670	walk forward stopping at Akis location	1439.0
5671	turn ninety degrees counterclockwise	1439.0
5672	walk up towards the purple dot	1439.0
5673	Mok walk towards Aki	1440.0
5674	stop at Akis location	1440.0
5675	once at Aki proceed forward to purple dot	1440.0
5676	Mok proceed to Akis location	1441.0
5677	turn clockwise ninety degrees	1441.0
5678	proceed downward stopping at purple dot	1441.0
5679	walk half the distance between you and Aki	1442.0
5680	forward stopping at the purple dot	1442.0
5681	Mok approach Aki once at Aki stop	1443.0
5682	turn counterclockwise ninety degrees	1443.0
5683	proceed up until purple dot	1443.0
5684	Mok go counterclockwise ninety degrees	1444.0
5685	Mok go up	1445.0
5686	Mok turn clockwise ninety degrees dot	1445.0
5687	Mok proceed beyond Aki	1445.0
5688	Mok turn clockwise ninety degrees facing down approach the blue	1446.0
5689	Mok proceed forward stopping at Akis location	1447.0
5690	Mok turn clockwise ninety degrees	1447.0
5691	Mok proceed downward until you stop at the purple dot	1448.0
5692	Mok go forward half the distance between you and Aki	1448.0
5693	then stop at purple dot	1448.0
5694	Mok go forward half the distance between you and Aki	1449.0
5695	then stop at purple dot	1449.0
5696	Mok proceed to Akis location	1450.0
5697	Mok turn counterclockwise ninety degrees	1450.0
5698	Mok proceed upward to purple dot	1450.0
5699	Mok proceed straight to Akis location	1451.0
5700	stop at Akis location	1451.0
5701	then proceed straight to purple dot	1451.0
5702	Mok proceed straight to Akis location	1452.0
5703	stop at Akis location	1452.0
5704	then proceed straight to purple dot	1452.0
5705	Mok move to the right	1453.0
5706	Mok go to the right halfway to the distance of Aki	1453.0
5707	walk forward stopping at Akis location	1453.0
5708	turn counterclockwise ninety degrees	1453.0
5709	walk up to the purple dot	1453.0
5710	walk forward past Aki	1453.0
5711	stop at the purple dot	1453.0
5712	Mok proceed forward to Akis location	1454.0
5713	Mok stop at Akis location	1454.0
5714	turn counterclockwise ninety degrees	1454.0
5715	Mok proceed downward till you reach the purple dot	1455.0
5716	Mok proceed straight half the distance between you and Aki	1455.0
5717	stop at purple dot	1455.0
5718	Mok turn ninety degrees to the right	1456.0
5719	walk forward towards Aki	1456.0
5720	stop at Aki	1456.0
5721	turn ninety degrees to your left	1456.0
5722	walk up to the purple dot	1456.0
5723	Mok move up then	1457.0
5724	move to the right	1457.0
5725	go beyond Aki	1457.0
5726	move down	1457.0
5727	Mok move up	1458.0
5728	then move to the right	1458.0
5729	go beyond Aki move down	1458.0
5730	turn halfway to your right facing Aki	1458.0
5731	walk towards Aki	1458.0
5732	stopping at Akis location	1458.0
5733	turn halfway towards your right	1458.0
5734	again facing downward walking towards the dot	1458.0
5735	okay Mok turn clockwise ninety degrees	1459.0
5736	proceed half the distance between you and Aki	1459.0
5737	stop at the purple dot	1459.0
5738	Mok turn clockwise ninety degrees	1460.0
5739	approach Aki once at Aki go counterclockwise ninety degrees	1460.0
5740	then proceed up to purple dot	1460.0
5741	Mok turn clockwise ninety degrees	1461.0
5742	approach Aki once at Aki go counterclockwise ninety degrees	1461.0
5743	then proceed up to purple dot	1461.0
5744	turn halfway to the right	1462.0
