trans_info	Unnamed: 2	instruction_segment	instruction_segment.1	Instruction	Instruction2
1145		Mok slide closer to Aki	Mok slide closer to Aki	 Mok slide closer to Aki	[' Mok slide closer to Aki']
1146		Mok turn towards your right and go towards Aki	Mok turn towards your right and go towards Aki	 Mok turn towards your right and go towards Aki	[' Mok turn towards your right and go towards Aki']
1147		Mok turn to your right	Mok turn to your right	 Mok turn to your right	[' Mok turn to your right']
1148		Mok slide closer to Aki	Mok <move closer to Aki> slide closer to Aki	 Mok <move closer to Aki> slide closer to Aki	[' Mok <move closer to Aki> slide closer to Aki']
1149		Mok I want you to turn left and face towards Aki	Mok I want you to turn left and face towards Aki go towards Aki that's around three steps or four steps forward then take a left again and go in [th (the)] opposite direction of what Aki is facing go forward around two steps and turn right towards Aki and you'll reach your destination	""" Mok I want you to turn left and face towards Aki go towards Aki thats around three steps or four steps forward"", ""take a left again and go in th (the) opposite direction of what Aki is facing go forward around two steps and turn right towards Aki and youll reach your destination"""	"['"" Mok I want you to turn left and face towards Aki"
1149		go towards Aki that is around three steps or four steps forward			"go towards Aki thats around three steps or four steps forward"""
1149		take a left again	Mok I want you to turn left and face towards Aki go towards Aki that's around three steps or four steps forward then take a left again and go in [th (the)] opposite direction of what Aki is facing go forward around two steps and turn right towards Aki and you'll reach your destination	""" Mok I want you to turn left and face towards Aki go towards Aki thats around three steps or four steps forward"", ""take a left again and go in th (the) opposite direction of what Aki is facing go forward around two steps and turn right towards Aki and youll reach your destination"""	" ""take a left again and go in the opposite direction of what Aki is facing"
1149		and go in the opposite direction of what Aki is facing			
1149		go forward around two steps			"go forward around two steps and turn right towards Aki and youll reach your destination""']"
1149		and turn right towards Aki and youll reach your destination			
1150		go towards Aki that's around three steps or four steps forward 			
1150		then take a left again 			
1150		and go in the opposite direction of what Aki is facing			
1150		go forward around two steps			
1150		and turn right towards Aki and you'll reach your destination			
1151		[' Mok walk forward one step	Mok walk forward one step turn left to face in the direction perpendicular go forward six steps take left again walk forward one step to reach your destination	 Mok walk forward one step turn left to face in the direction perpendicular go forward six steps take left again walk forward one step to reach your destination	[' Mok walk forward one step
1151		turn left to face in the direction perpendicular			turn left to face in the direction perpendicular
1151		go forward six steps take left again			go forward six steps take left again
1151		walk forward one step to reach your destination']			walk forward one step to reach your destination']
1152		turn left to face in the direction perpendicular			
1152		go forward six steps			
1152		take left again			
1152		walk forward one step to reach your destination			
1153		Mok you should just go straight forward in the direction Aki's facing around two steps	Mok you should just go <[str (straight)]> forward in the direction Aki's facing around two steps then take a left and go again towards /uh/ Aki and you'll reach your destination	""" Mok you should just go <str (straight)> forward in the direction Akis facing around two steps"", ""take a left and go again towards /uh/ Aki and youll reach your destination"""	"['"" Mok you should just go forward in the direction Akis facing around two steps"""
1153		then take a left and go again towards Aki			" ""take a left and go again towards /uh/ Aki and youll reach your destination""']"
1153		and you'll reach your destination			
1154		 Mok turn left to face towards Aki 	Mok turn left to face towards Aki go forward two steps to reach your destination	 Mok turn left to face towards Aki go forward two steps to reach your destination	[' Mok turn left to face towards Aki go forward two steps to reach your destination']
1154		go forward two steps to reach your destination			
1155		Mok turn one eighty degrees 	Mok turn one eighty degrees walk two steps forward turn right facing the direction opposite to Aki walk four steps forward to reach your destination	 Mok turn one eighty degrees walk two steps forward turn right facing the direction opposite to Aki walk four steps forward to reach your destination	[' Mok turn one eighty degrees walk two steps forward turn right facing the direction opposite to Aki walk four steps forward to reach your destination']
1155		walk two steps forward			
1156		turn right facing the direction opposite to Aki			
1156		walk four steps forward to reach your destination			
1157		Mok go forward one step 	Mok go forward one step turn left to face towards Aki go forward six steps turn left again go forward one step to reach your destination	 Mok go forward one step turn left to face towards Aki go forward six steps turn left again go forward one step to reach your destination	[' Mok go forward one step turn left to face towards Aki go forward six steps turn left again go forward one step to reach your destination']
1157		turn left to face towards Aki			
1157		go forward six steps			
1157		turn left again			
1157		go forward one step to reach your destination			
1158		[' Mok walk forward two steps	Mok walk forward two steps then turn left to face towards Aki in the direction opposite to Aki is what Aki's facing walk forward four steps to reach your destination	" Mok walk forward two steps, ""turn left to face towards Aki in the direction opposite to Aki is what Akis facing walk forward four steps to reach your destination"""	[' Mok walk forward two steps
1158		Then turn left to face towards Aki in the direction opposite to Aki is what Akis facing	Mok walk forward two steps then turn left to face towards Aki in the direction opposite to Aki is what Aki's facing walk forward four steps to reach your destination	" Mok walk forward two steps, ""turn left to face towards Aki in the direction opposite to Aki is what Akis facing walk forward four steps to reach your destination"""	" ""turn left to face towards Aki in the direction opposite to Aki is what Akis facing walk forward four steps to reach your destination""']"
1158		"walk forward four steps to reach your destination""']"			
1159		Mok turn left to face in the direction opposite to Aki 	Mok turn left to face in the direction opposite to Aki walk two steps forward to reach your destination	 Mok turn left to face in the direction opposite to Aki walk two steps forward to reach your destination	[' Mok turn left to face in the direction opposite to Aki walk two steps forward to reach your destination']
1159		walk two steps forward to reach your destination			
1160		Mok turn one eighty degrees 	Mok turn one eighty degrees go two steps forward turn right and face in the direction of Aki keep walking until you reach your destination	 Mok turn one eighty degrees go two steps forward turn right and face in the direction of Aki keep walking until you reach your destination	[' Mok turn one eighty degrees go two steps forward turn right and face in the direction of Aki keep walking until you reach your destination']
1160		go two steps forward			
1160		turn right and face in the direction of Aki			
1160		keep walking until you reach your destination			
1161		walk one step forward	<walk one step> walk one step forward turn left in the direction of Aki keep walking beyond past Aki turn left take one step to reach your destination	 <walk one step> walk one step forward turn left in the direction of Aki keep walking beyond past Aki turn left take one step to reach your destination	walk one step forward
1162		turn left in the direction of Aki			turn left in the direction of Aki
1163		keep walking beyond past Aki			keep walking beyond past Aki
1164		turn left			turn left
1165		take one step to reach your destination']			take one step to reach your destination']
1166		Mok I want you to turn left	Mok I want you to turn left and turn in the direction which Aki is facing go forward around three steps towards Aki when you reach Aki take a right and /uh/ go forward around three steps and then face in the direction Aki's facing and go forward one step to reach your destination	" Mok I want you to turn left and turn in the direction which Aki is facing go forward around three steps towards Aki when you reach Aki take a right and /uh/ go forward around three steps, ""face in the direction Akis facing and go forward one step to reach your destination"""	Mok I want you to turn left and turn in the direction which Aki is facing
1166		and turn in the direction which Aki is facing			
1167		go forward around three steps towards Aki			go forward around three steps towards Aki when you reach Aki
1167		when you reach Aki			
1167		take a right			take a right and /uh/ go forward around three steps
1167		and go forward around three steps			
1167		Then face in the direction Akis facing			"Then face in the direction Akis facing and go forward one step to reach your destination""']"
1167		"and go forward one step to reach your destination""']"			
1168		Mok I want you to turn left and turn in the direction which Aki is facing	Mok I want you to turn left and turn in the direction which Aki is facing go forward around three steps towards Aki when you reach Aki take a right and /uh/ go forward around three steps and then face in the direction Aki's facing and go forward one step to reach your destination	" Mok I want you to turn left and turn in the direction which Aki is facing go forward around three steps towards Aki when you reach Aki take a right and /uh/ go forward around three steps, ""face in the direction Akis facing and go forward one step to reach your destination"""	[' Mok I want you to turn left and face in the direction Aki is facing
1168		go forward around three steps towards Aki 			 go two steps forward to reach your destination']
1168		when you reach Aki take a right and /uh/ go forward around three steps			when you reach Aki take a right and /uh/ go forward around three steps
1168		and then face in the direction Aki's facing			and then face in the direction Aki's facing
1168		and go forward one step to reach your destination			and go forward one step to reach your destination
					
1169		Mok I want you to turn left and face in the direction Aki is facing 	Mok I want you to turn left and face in the direction Aki is facing and then go two steps forward to reach your destination	 Mok I want you to turn left and face in the direction Aki is facing, go two steps forward to reach your destination	Mok I want you to turn left and face in the direction Aki is facing 
1169		and then go two steps forward to reach your destination			and then go two steps forward to reach your destination
1170		so Mok now I want you to face in the same direction as Aki	so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself that's in the same direction as Aki is facing then go towards Aki and then go ahead of Aki two spaces so that's turn one eighty go towards Aki and then go forward up to the destination or you could also turn one eighty <go in the [di (direction)]> go forward up around two steps in Aki's direction <with Aki> the direction Aki is facing turn right and keep going <[to (towards)]> towards Aki you'll reach the destination	""" so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself thats in the same direction as Aki is facing"", go towards Aki, ""go ahead of Aki two spaces so thats turn one eighty go towards Aki"", ""go forward up to the destination or you could also turn one eighty <go in the di (direction)> go forward up around two steps in Akis direction <with Aki> the direction Aki is facing turn right and keep going <to (towards)> towards Aki youll reach the destination"""	so Mok now I want you to face in the same direction as Aki
1170		that means you have to turn one eighty degrees			that means you have to turn one eighty degrees
1170		that means you have to look behind yourself			"that means you have to look behind yourself thats in the same direction as Aki is facing"""
1170		"thats in the same direction as Aki is facing"""			
1171		so Mok now I want you to face in the same direction as Aki	so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself that's in the same direction as Aki is facing then go towards Aki and then go ahead of Aki two spaces so that's turn one eighty go towards Aki and then go forward up to the destination or you could also turn one eighty <go in the [di (direction)]> go forward up around two steps in Aki's direction <with Aki> the direction Aki is facing turn right and keep going <[to (towards)]> towards Aki you'll reach the destination	""" so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself thats in the same direction as Aki is facing"", go towards Aki, ""go ahead of Aki two spaces so thats turn one eighty go towards Aki"", ""go forward up to the destination or you could also turn one eighty <go in the di (direction)> go forward up around two steps in Akis direction <with Aki> the direction Aki is facing turn right and keep going <to (towards)> towards Aki youll reach the destination"""	so Mok now I want you to face in the same direction as Aki
1171		that means you have to turn one eighty degrees 			that means you have to turn one eighty degrees 
1172		so Mok now I want you to face in the same direction as Aki			so Mok now I want you to face in the same direction as Aki
1172		that means you have to turn one eighty degrees 	so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself that's in the same direction as Aki is facing then go towards Aki and then go ahead of Aki two spaces so that's turn one eighty go towards Aki and then go forward up to the destination or you could also turn one eighty <go in the [di (direction)]> go forward up around two steps in Aki's direction <with Aki> the direction Aki is facing turn right and keep going <[to (towards)]> towards Aki you'll reach the destination	""" so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself thats in the same direction as Aki is facing"", go towards Aki, ""go ahead of Aki two spaces so thats turn one eighty go towards Aki"", ""go forward up to the destination or you could also turn one eighty <go in the di (direction)> go forward up around two steps in Akis direction <with Aki> the direction Aki is facing turn right and keep going <to (towards)> towards Aki youll reach the destination"""	that means you have to turn one eighty degrees 
1173		so Mok now I want you to face in the same direction as Aki 	so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself that's in the same direction as Aki is facing then go towards Aki and then go ahead of Aki two spaces so that's turn one eighty go towards Aki and then go forward up to the destination or you could also turn one eighty <go in the [di (direction)]> go forward up around two steps in Aki's direction <with Aki> the direction Aki is facing turn right and keep going <[to (towards)]> towards Aki you'll reach the destination	""" so Mok now I want you to face in the same direction as Aki that means you have to turn one eighty degrees that means you have to look behind yourself thats in the same direction as Aki is facing"", go towards Aki, ""go ahead of Aki two spaces so thats turn one eighty go towards Aki"", ""go forward up to the destination or you could also turn one eighty <go in the di (direction)> go forward up around two steps in Akis direction <with Aki> the direction Aki is facing turn right and keep going <to (towards)> towards Aki youll reach the destination"""	so Mok now I want you to face in the same direction as Aki
1173		that means you have to turn one eighty degrees			
1173		that means you have to look behind yourself			 that means you have to turn one eighty degrees 
1173		that's in the same direction as Aki is facing			
1173		then go towards Aki			
1173		and then go ahead of Aki two spaces so that's turn one eighty go towards Aki			and then go ahead of Aki two spaces so that's turn one eighty go towards Aki
1173		and then go forward up to the destination 			and then go forward up to the destination 
1173		or you could also turn one eighty			or you could also turn one eighty
1174		go forward up around two steps in Aki's direction 			go forward up around two steps in Aki's direction 
1174		the direction Aki is facing			the direction Aki is facing turn right and keep going towards Aki you'll reach the destination
1174		turn right and keep going towards Aki you'll reach the destination			
1175		Mok turn one eighty degree to facing Aki's direction	Mok turn one eighty degree to facing Aki's direction go forward one step take a right to face towards Aki go forward six to seven steps beyond Aki then take a right to face towards Aki again and go forward one step to reach your destination	""" Mok turn one eighty degree to facing Akis direction go forward one step take a right to face towards Aki go forward six to seven steps beyond Aki"", take a right to face towards Aki again and go forward one step to reach your destination"	Mok turn one eighty degree to facing Aki's direction
1175		go forward one step take a right to face towards Aki			go forward one step take a right to face towards Aki
1175		go forward six to seven steps beyond Aki 			go forward six to seven steps beyond Aki 
1175		then take a right to face towards Aki again and go forward one step to reach your destination			then take a right to face towards Aki again and go forward one step to reach your destination
1176		Mok go forward in the direction you're facing two steps	Mok go forward in the direction you're facing two steps turn left to face towards Aki go forward four steps to reach your destination	""" Mok go forward in the direction youre facing two steps turn left to face towards Aki go forward four steps to reach your destination"""	Mok go forward in the direction you're facing two steps
1176		turn left to face towards Aki			turn left to face towards Aki go forward four steps to reach your destination
1176		go forward four steps to reach your destination			
1177		Mok turn left to face towards Aki	Mok turn left to face towards Aki walk forward around two steps to reach your destination	 Mok turn left to face towards Aki walk forward around two steps to reach your destination	Mok turn left to face towards Aki
1177		walk forward around two steps to reach your destination			walk forward around two steps to reach your destination
					
1178		turn right to face in the direction opposite to Aki	turn right to face in the direction opposite to Aki walk forward two steps then turn right to face towards Aki and walk four steps to reach your destination	 turn right to face in the direction opposite to Aki walk forward two steps, turn right to face towards Aki and walk four steps to reach your destination	turn right to face in the direction opposite to Aki
1178		walk forward two steps then turn right to face towards Aki			walk forward two steps then turn right to face towards Aki
1178		and walk four steps to reach your destination			and walk four steps to reach your destination
1179		Mok turn left to face in the direction Aki is facing	Mok turn left to face in the direction Aki is facing go forward one step turn left again to face towards Aki go forward six steps turn left again and go forward one step to reach your destination	 Mok turn left to face in the direction Aki is facing go forward one step turn left again to face towards Aki go forward six steps turn left again and go forward one step to reach your destination	Mok turn left to face in the direction Aki is facing
1179		go forward one step			go forward one step turn left again to face towards Aki
1179		turn left again to face towards Aki			
1179		go forward six steps			go forward six steps
1179		turn left again			turn left again and go forward one step to reach your destination
1179		and go forward one step to reach your destination			
1180		Mok I want you turn left in the direction Aki is facing 	Mok I want you turn left in the direction Aki is facing go two steps forward	 Mok I want you turn left in the direction Aki is facing go two steps forward 	Mok I want you turn left in the direction Aki is facing go two steps forward 
1180		go two steps forward in that direction			
1180		then turn left to face towards Aki	in that direction then turn left to face towards Aki and go around four steps forward to reach your destination	 in that direction, turn left to face towards Aki and go around four steps forward to reach your destination	in that direction then turn left to face towards Aki
1180		and go around four steps forward to reach your destination			and go around four steps forward to reach your destination
1181		Mok turn one eighty degrees to face in the direction perpendicular to what Aki is facing	Mok turn one eighty degrees to face in the direction perpendicular to what Aki is facing and walk forward two steps to reach your destination	 Mok turn one eighty degrees to face in the direction perpendicular to what Aki is facing and walk forward two steps to reach your destination	Mok turn one eighty degrees to face in the direction perpendicular to what Aki is facing
1181		and walk forward two steps to reach your destination			and walk forward two steps to reach your destination
					
1182		Mok turn right perpendicular to Aki 	Mok turn right perpendicular to Aki walk two steps forward turn right in the direction opposite to Aki then walk around four steps to reach your destination	 Mok turn right perpendicular to Aki walk two steps forward turn right in the direction opposite to Aki, walk around four steps to reach your destination	Mok turn right perpendicular to Aki 
1182		walk two steps forward			walk two steps forward
1182		turn right in the direction opposite to Aki			turn right in the direction opposite to Aki
1182		then walk around four steps to reach your destination			then walk around four steps to reach your destination
1183		Mok turn left to face in the direction perpendicular to Aki	Mok turn left to face in the direction perpendicular to Aki then turn left again to face in the direction opposite to what Aki is facing walk forward six steps around and beyond Aki and then turn left walk one step forward to reach your destination	 Mok turn left to face in the direction perpendicular to Aki, turn left again to face in the direction opposite to what Aki is facing walk forward six steps around and beyond Aki, turn left walk one step forward to reach your destination	[' Mok turn left to face in the direction perpendicular to Aki
1183		then turn left again to face in the direction opposite to what Aki is facing			then turn left again to face in the direction opposite to what Aki is facing
1183		walk forward six steps around and beyond Aki	Mok turn left to face in the direction perpendicular to Aki then turn left again to face in the direction opposite to what Aki is facing walk forward six steps around and beyond Aki and then turn left walk one step forward to reach your destination	 Mok turn left to face in the direction perpendicular to Aki, turn left again to face in the direction opposite to what Aki is facing walk forward six steps around and beyond Aki, turn left walk one step forward to reach your destination	walk forward six steps around and beyond Aki
1183		and then turn left			and then turn left walk one step forward to reach your destination
1183		walk one step forward to reach your destination			
1184		Mok I want you to turn one eighty degrees and face towards Aki			Mok I want you to turn one eighty degrees and face towards Aki
1184		go forward around three steps towards Aki	Mok turn left to face in the direction perpendicular to Aki then turn left again to face in the direction opposite to what Aki is facing walk forward six steps around and beyond Aki and then turn left walk one step forward to reach your destination	 Mok turn left to face in the direction perpendicular to Aki, turn left again to face in the direction opposite to what Aki is facing walk forward six steps around and beyond Aki, turn left walk one step forward to reach your destination	go forward around three steps towards Aki
1184		then turn a right and go forward again two steps			Then turn a right and go forward again two steps
1184		and then turn left again facing Aki			"And then turn left again facing Aki and youll reach your destination""']"
1184		and you'll reach your destination			
1185		Mok turn one eighty degrees to face in the direction opposite to what Aki is facing			Mok turn one eighty degrees to face in the direction opposite to what Aki is facing
1185		and walk forward two steps to reach your destination	Mok I want you to turn one eighty degrees and face towards Aki go forward around three steps towards Aki then turn a right and go forward again two steps and then turn left again facing Aki and you'll reach your destination	" Mok I want you to turn one eighty degrees and face towards Aki go forward around three steps towards Aki, turn a right and go forward again two steps, ""turn left again facing Aki and youll reach your destination"""	and walk forward two steps to reach your destination
1186		 Mok turn right and walk forward two steps	Mok turn right and walk forward two steps then turn right again to face in the direction of Aki and keep walking until you reach your destination	 Mok turn right and walk forward two steps, turn right again to face in the direction of Aki and keep walking until you reach your destination	Mok turn right and walk forward two steps
1186		then turn right again to face in the direction of Aki	Mok turn right and walk forward two steps then turn right again to face in the direction of Aki and keep walking until you reach your destination	 Mok turn right and walk forward two steps, turn right again to face in the direction of Aki and keep walking until you reach your destination	then turn right again to face in the direction of Aki
1186		and keep walking until you reach your destination			and keep walking until you reach your destination
1187		Mok turn right walk one step forward	Mok turn right walk one step forward turn right again to face in the direction of Aki keep walking beyond past Aki turn right again and walk one step forward to reach your destination	 Mok turn right walk one step forward turn right again to face in the direction of Aki keep walking beyond past Aki turn right again and walk one step forward to reach your destination	Mok turn right walk one step forward
1187		turn right again to face in the direction of Aki			turn right again to face in the direction of Aki
1187		keep walking beyond past Aki			keep walking beyond past Aki
1187		turn right again and walk one step forward to reach your destination			turn right again and walk one step forward to reach your destination
1188		 Mok turn left to face in the direction perpendicular to Aki	Mok turn left to face in the direction perpendicular to Aki walk forward two steps then turn left to face in the same direction as Aki keep walking towards Aki and you'll reach your destination	 Mok turn left to face in the direction perpendicular to Aki walk forward two steps	 Mok turn left to face in the direction perpendicular to Aki
1188		walk forward two steps then turn left to face in the same direction as Aki 			walk forward two steps then turn left to face in the same direction as Aki 
1188		keep walking towards Aki and you'll reach your destination			keep walking towards Aki and you'll reach your destination
1189		Then turn left to face in the same direction as Aki 			Then turn left to face in the same direction as Aki 
1189		keep walking towards Aki and youll reach your destination			keep walking towards Aki and youll reach your destination
1190		 Mok turn one eighty degrees in the direction Aki is facing 	Mok turn one eighty degrees in the direction Aki is facing and walk forward two steps to reach your destination	 Mok turn one eighty degrees in the direction Aki is facing and walk forward two steps to reach your destination	 Mok turn one eighty degrees in the direction Aki is facing 
1190		and walk forward two steps to reach your destination			and walk forward two steps to reach your destination
1191		Mok turn right to face in Aki's direction 	Mok turn right to face in Aki's direction go forward two steps turn right to face towards Aki go forward four steps to reach your destination	""" Mok turn right to face in Akis direction go forward two steps turn right to face towards Aki go forward four steps to reach your destination"""	Mok turn right to face in Aki's direction 
1191		go forward two steps			go forward two steps turn right to face towards Aki
1191		turn right to face towards Aki			
1191		go forward four steps to reach your destination			go forward four steps to reach your destination
1192		 Mok turn right ninety degrees and 	Mok turn <one> right ninety degrees and	 Mok turn <one> right ninety degrees and 	 Mok turn right ninety degrees and 
1192		 walk one step forward and turn right again facing the direction perpendicular to Aki	walk one step forward and turn right again facing the direction perpendicular to Aki walk around six steps forward turn right in the direction opposite to Aki walk one step forward to reach your destination	 walk one step forward and turn right again facing the direction perpendicular to Aki walk around six steps forward turn right in the direction opposite to Aki walk one step forward to reach your destination	walk one step forward and turn right again facing the direction perpendicular to Aki
1192		walk around six steps forward turn right in the direction opposite to Aki			walk around six steps forward turn right in the direction opposite to Aki
1192		walk one step forward to reach your destination			walk one step forward to reach your destination
1193		Mok turn left to face in the opposite direction as Aki	Mok turn left to face in the opposite direction as Aki walk forward two steps turn left again to face towards Aki and walk forward <six steps> four steps to reach your destination	 Mok turn left to face in the opposite direction as Aki walk forward two steps turn left again to face towards Aki and walk forward <six steps> four steps to reach your destination	Mok turn left to face in the opposite direction as Aki
1193		walk forward two steps turn left again to face towards Aki			walk forward two steps turn left again to face towards Aki
1193		and walk forward four steps to reach your destination			and walk forward four steps to reach your destination
1194		Mok turn one eighty degrees	Mok turn one eighty degrees and walk a step or two to reach your destination	 Mok turn one eighty degrees and walk a step or two to reach your destination	Mok turn one eighty degrees
1194		and walk a step or two to reach your destination			and walk a step or two to reach your destination
1195		Mok turn left in the direction opposite to Aki	Mok turn left in the direction opposite to Aki walk two steps forward turn right again <towards [Ak (Aki)]> to face towards Aki walk four steps forward to reach your destination #noise#	 Mok turn left in the direction opposite to Aki walk two steps forward turn right again <towards Ak (Aki)> to face towards Aki walk four steps forward to reach your destination #noise#	Mok turn left in the direction opposite to Aki
1195		walk two steps forward turn right again towards Aki to face towards Aki			walk two steps forward turn right again towards Aki to face towards Aki
1195		walk four steps forward to reach your destination			walk four steps forward to reach your destination
1196		Mok turn right to face in the direction Aki is facing	Mok turn right to face in the direction Aki is facing then turn left to walk towards Aki walk around six steps and pass Aki then turn left in the direction opposite to what Aki is facing walk one step forward to reach your destination	 Mok turn right to face in the direction Aki is facing, turn left to walk towards Aki walk around six steps and pass Aki, turn left in the direction opposite to what Aki is facing walk one step forward to reach your destination	Mok turn right to face in the direction Aki is facing
1196		then turn left to walk towards Aki	Mok turn right to face in the direction Aki is facing then turn left to walk towards Aki walk around six steps and pass Aki then turn left in the direction opposite to what Aki is facing walk one step forward to reach your destination	 Mok turn right to face in the direction Aki is facing, turn left to walk towards Aki walk around six steps and pass Aki, turn left in the direction opposite to what Aki is facing walk one step forward to reach your destination	then turn left to walk towards Aki
1196		walk around six steps and pass Aki	Mok turn right to face in the direction Aki is facing then turn left to walk towards Aki walk around six steps and pass Aki then turn left in the direction opposite to what Aki is facing walk one step forward to reach your destination	 Mok turn right to face in the direction Aki is facing, turn left to walk towards Aki walk around six steps and pass Aki, turn left in the direction opposite to what Aki is facing walk one step forward to reach your destination	walk around six steps and pass Aki
1196		then turn left in the direction opposite to what Aki is facing			then turn left in the direction opposite to what Aki is facing
1196		walk one step forward to reach your destination			walk one step forward to reach your destination
1197		Mok turn right to face in the direction of Aki			Mok turn right to face in the direction of Aki
1197		walk two steps forward turn left and keep walking until you reach your destination			walk two steps forward turn left and keep walking until you reach your destination
1198		Mok keep walking on forward until you reach your destination	Mok turn right to face in the direction of Aki walk two steps forward turn left and <walk> keep walking until you reach your destination	 Mok turn right to face in the direction of Aki walk two steps forward turn left and <walk> keep walking until you reach your destination	Mok keep walking on forward until you reach your destination
1199		Mok turn left walk two steps forward			Mok turn left walk two steps forward
1199		turn right again to face opposite to Aki	Mok keep walking on forward until you reach your destination	 Mok keep walking on forward until you reach your destination	turn right again to face opposite to Aki
1199		and keep walking until you reach your destination	Mok turn left walk two steps forward turn right again to face opposite to Aki and keep walking until you reach your destination	 Mok turn left walk two steps forward turn right again to face opposite to Aki and keep walking until you reach your destination	and keep walking until you reach your destination
1200		 Mok turn left to face in the direction perpendicular to Aki 			 Mok turn left to face in the direction perpendicular to Aki 
1200		walk forward one step			walk forward one step
1200		turn right to face towards Aki	Mok turn left to face in the direction perpendicular to Aki walk forward one step turn right to face towards Aki walk forward six steps then turn right and walk forward one step to reach your destination	 Mok turn left to face in the direction perpendicular to Aki walk forward one step turn right to face towards Aki walk forward six steps, turn right and walk forward one step to reach your destination	turn right to face towards Aki
1200		walk forward six steps	Mok turn left to face in the direction perpendicular to Aki walk forward one step turn right to face towards Aki walk forward six steps then turn right and walk forward one step to reach your destination	 Mok turn left to face in the direction perpendicular to Aki walk forward one step turn right to face towards Aki walk forward six steps, turn right and walk forward one step to reach your destination	walk forward six steps
1200		then turn right and walk forward one step to reach your destination			then turn right and walk forward one step to reach your destination
1201		 Mok go forward in the direction you are facing towards Aki around three to four steps			 Mok go forward in the direction you are facing towards Aki around three to four steps
1201		and when you reach Aki			and when you reach Aki take a right and go forward two steps
1201		take a right and go forward two steps			
1201		and then again turn left to face Aki			and then again turn left to face Aki and go one step forward to reach your destination
1201		and go one step forward to reach your destination			
1202		 Mok walk forward two steps	Mok go forward in the direction you are facing towards Aki around three to four steps and when you reach Aki take a right and go forward two steps and then again turn left to face Aki and go one step forward to reach your destination	 Mok go forward in the direction you are facing towards Aki around three to four steps and when you reach Aki take a right and go forward two steps, again turn left to face Aki and go one step forward to reach your destination	 Mok walk forward two steps
1202		the direction you are facing in to reach your destination	Mok go forward in the direction you are facing towards Aki around three to four steps and when you reach Aki take a right and go forward two steps and then again turn left to face Aki and go one step forward to reach your destination	 Mok go forward in the direction you are facing towards Aki around three to four steps and when you reach Aki take a right and go forward two steps, again turn left to face Aki and go one step forward to reach your destination	the direction you are facing in to reach your destination
1202		 go forward around three steps in Aki's direction			 go forward around three steps in Aki's direction
1202		then take a left to face perpendicular to the direction Aki's facing			then take a left to face perpendicular to the direction Aki's facing
1202		go forward two steps and turn right in to face in Aki's direction	Mok walk forward two steps the direction you are facing in to reach your destination	 Mok walk forward two steps the direction you are facing in to reach your destination	go forward two steps and turn right in to face in Aki's direction
1202		and go forward one step to reach your destination			and go forward one step to reach your destination
1203		 Mok turn left in the direction perpendicular to Aki 	go forward around three steps in Aki's direction then take a left to face <perpendicular to Aki> perpendicular <to [de (the)]> to the direction Aki's facing go forward /t/ two steps and turn right in to face in Aki's direction and go forward one step to reach your destination	""" go forward around three steps in Akis direction"", ""take a left to face <perpendicular to Aki> perpendicular <to de (the)> to the direction Akis facing go forward /t/ two steps and turn right in to face in Akis direction and go forward one step to reach your destination"""	 Mok turn left in the direction perpendicular to Aki 
1203		walk one step forward	go forward around three steps in Aki's direction then take a left to face <perpendicular to Aki> perpendicular <to [de (the)]> to the direction Aki's facing go forward /t/ two steps and turn right in to face in Aki's direction and go forward one step to reach your destination	""" go forward around three steps in Akis direction"", ""take a left to face <perpendicular to Aki> perpendicular <to de (the)> to the direction Akis facing go forward /t/ two steps and turn right in to face in Akis direction and go forward one step to reach your destination"""	walk one step forward
1203		turn right in the same direction as Aki			turn right in the same direction as Aki
1203		walk around six to seven steps			walk around six to seven steps
1203		Then turn right again and take one step forward to reach your destination			Then turn right again and take one step forward to reach your destination
1204		 Mok turn right walk two steps forward	Mok turn left in the direction perpendicular to Aki walk one step forward turn right in the same direction as Aki walk around six to seven steps	 Mok turn left in the direction perpendicular to Aki walk one step forward turn right in the same direction as Aki walk around six to seven steps 	 Mok turn right walk two steps forward
1204		turn left again and keep walking until you reach your destination			turn left again and keep walking until you reach your destination
1205		so Mok I want you to just go straight towards Aki			so Mok I want you to just go straight towards Aki but you should only go around two steps
1205		but you should only go around two steps			
1205		and that's where you'll reach your destination before you reach Aki			and that's where you'll reach your destination before you reach Aki
1206		 turn left facing Aki's direction	turn right again and take one step forward to reach your destination	 turn right again and take one step forward to reach your destination	 turn left facing Aki's direction
1206		walk two steps forward	Mok turn right walk two steps forward turn left again and <walk> keep walking until you reach your destination	 Mok turn right walk two steps forward turn left again and <walk> keep walking until you reach your destination	walk two steps forward
1206		turn right to face towards Aki			turn right to face towards Aki and walk four steps forward to reach your destination
1206		and walk four steps forward to reach your destination			
